note_a_l_ecrit;longitude;nbre_eleves_segpa;nbre_eleves_ulis;effectifs_filles;effectifs_garcons
10.3;3.2495802249959187;56;29;323;337
9.3;3.2495802249959187;56;29;323;337
7.9;4.1239600014324616;0;9;332;375
8.9;4.1239600014324616;0;9;332;375
6.6;3.821649566521723;56;8;387;326
8.4;3.821649566521723;56;8;387;326
9.0;3.6710800439238978;48;14;206;214
10.7;3.6710800439238978;48;14;206;214
7.0;2.8914941897288076;64;28;328;358
8.2;2.8914941897288076;64;28;328;358
10.6;2.888789901455317;0;0;212;232
9.5;2.888789901455317;0;0;212;232
7.9;2.8859524883726566;0;15;316;313
9.3;2.8859524883726566;0;15;316;313
11.7;2.8994341863692275;0;14;343;398
10.1;2.8994341863692275;0;14;343;398
10.5;1.6094885338698761;0;13;303;269
9.8;1.6094885338698761;0;13;303;269
8.9;1.4407104510772466;49;16;337;362
9.7;1.4407104510772466;49;16;337;362
11.8;1.4550500739231473;84;11;290;333
12.2;1.4550500739231473;84;11;290;333
10.8;-1.3844179749751808;50;11;304;249
9.4;-1.3844179749751808;50;11;304;249
11.2;-1.8193303115128432;0;12;193;217
10.1;-1.8193303115128432;0;12;193;217
12.6;-1.5841005962595762;59;24;402;419
10.8;-1.5841005962595762;59;24;402;419
9.4;-1.6136695405072288;59;12;276;264
8.6;-1.6136695405072288;59;12;276;264
11.2;-1.6115906201441996;63;10;273;252
10.0;-1.6115906201441996;63;10;273;252
9.8;-0.8717498858930167;0;12;205;186
9.0;-0.8717498858930167;0;12;205;186
9.9;-0.89776970100763;62;24;217;296
11.0;-0.89776970100763;62;24;217;296
10.2;-0.7849304301383724;0;26;227;220
11.1;-0.7849304301383724;0;26;227;220
10.4;0.20255258707057774;0;13;258;247
9.8;0.20255258707057774;0;13;258;247
11.8;-0.782522091599313;64;12;269;283
9.3;-0.782522091599313;64;12;269;283
9.5;-0.7470400498601503;0;0;119;125
9.2;-0.7470400498601503;0;0;119;125
11.6;6.231149574919586;85;12;309;344
10.5;6.231149574919586;85;12;309;344
8.0;5.420919924379433;123;0;252;279
10.3;5.420919924379433;123;0;252;279
9.1;5.419359963845442;0;13;248;300
10.1;5.419359963845442;0;13;248;300
9.6;4.8648404259387625;0;14;498;591
10.6;4.8648404259387625;0;14;498;591
8.6;5.4701298149777315;0;13;202;202
9.9;5.4701298149777315;0;13;202;202
8.1;5.408539592042221;77;14;271;331
9.1;5.408539592042221;77;14;271;331
10.5;5.46249939516656;0;0;200;180
9.5;5.46249939516656;0;0;200;180
6.8;5.408321004299624;0;14;192;199
7.8;5.408321004299624;0;14;192;199
8.1;5.432413527640791;83;12;249;331
7.8;5.432413527640791;83;12;249;331
6.5;5.43018344762998;0;14;197;229
8.8;5.43018344762998;0;14;197;229
8.4;5.348482706937176;60;14;294;328
7.0;5.348482706937176;60;14;294;328
6.2;5.355300391983345;0;13;183;193
8.7;5.355300391983345;0;13;183;193
13.8;5.382610144906995;0;0;206;219
11.6;5.382610144906995;0;0;206;219
9.0;5.000400538846497;0;13;261;234
10.1;5.000400538846497;0;13;261;234
8.7;5.010470120513064;84;0;234;212
9.4;5.010470120513064;84;0;234;212
7.1;4.977595357233713;59;0;175;186
8.6;4.977595357233713;59;0;175;186
8.7;5.103994516073329;0;0;230;270
6.8;5.103994516073329;0;0;230;270
8.4;4.817129263398616;101;15;248;319
7.5;4.817129263398616;101;15;248;319
9.1;4.799358691386506;94;13;361;390
10.8;4.799358691386506;94;13;361;390
7.5;7.014182588441312;0;0;236;253
8.9;7.014182588441312;0;0;236;253
10.5;6.918969875601205;0;13;218;227
10.2;6.918969875601205;0;13;218;227
6.9;7.202090130979249;0;13;232;247
8.9;7.202090130979249;0;13;232;247
9.3;6.755632401599427;0;20;290;271
9.3;6.755632401599427;0;20;290;271
8.6;6.317691492908425;50;12;438;486
9.6;6.317691492908425;50;12;438;486
8.7;5.909726504143921;47;20;397;491
7.9;5.909726504143921;47;20;397;491
7.5;5.891278619390651;44;20;250;297
8.2;5.891278619390651;44;20;250;297
8.7;6.80400939043247;0;0;174;158
8.4;6.80400939043247;0;0;174;158
9.2;6.280997557632508;0;0;162;178
9.9;6.280997557632508;0;0;162;178
8.5;5.868670532163426;35;17;243;238
9.2;5.868670532163426;35;17;243;238
9.5;6.857039761694281;0;0;237;246
11.4;6.857039761694281;0;0;237;246
9.5;5.014969946145311;0;0;162;161
8.4;5.014969946145311;0;0;162;161
9.8;3.1325601863409216;0;21;171;199
8.0;3.1325601863409216;0;21;171;199
9.4;3.1900798996697666;0;0;150;171
8.9;3.1900798996697666;0;0;150;171
10.8;4.305599750951092;56;14;222;231
9.7;4.305599750951092;56;14;222;231
8.0;4.835703569402592;60;0;217;258
9.2;4.835703569402592;60;0;217;258
8.5;3.518365818081172;0;0;189;177
9.3;3.518365818081172;0;0;189;177
8.5;3.2880782303535403;0;12;221;310
10.0;3.2880782303535403;0;12;221;310
7.7;-2.596619871781285;0;0;78;79
9.4;-2.596619871781285;0;0;78;79
9.8;-1.6679296130380918;61;0;202;224
10.4;-1.6679296130380918;61;0;202;224
9.9;-1.47368028376312;0;0;108;90
8.2;-1.47368028376312;0;0;108;90
8.7;1.454989472728926;100;13;234;244
8.0;1.454989472728926;100;13;234;244
10.1;1.6870000256051765;0;0;176;159
10.7;1.6870000256051765;0;0;176;159
9.7;0.6824098044173388;0;0;174;172
10.9;0.6824098044173388;0;0;174;172
9.7;2.7064903591706924;85;12;354;392
7.5;2.7064903591706924;85;12;354;392
9.9;1.8783696125234337;0;31;227;231
9.0;1.8783696125234337;0;31;227;231
8.1;1.3079994744129548;57;0;287;276
9.4;1.3079994744129548;57;0;287;276
10.5;1.0596206260786383;92;12;330;359
9.7;1.0596206260786383;92;12;330;359
10.9;9.446977797288765;32;0;267;287
9.9;9.446977797288765;32;0;267;287
9.1;9.405189790103693;16;12;372;403
10.7;9.405189790103693;16;12;372;403
10.4;5.385400285173376;0;23;195;225
9.7;5.385400285173376;0;23;195;225
9.1;6.197589709110649;0;14;227;258
7.9;6.197589709110649;0;14;227;258
8.9;6.218159405457773;41;14;339;301
10.1;6.218159405457773;41;14;339;301
8.2;6.171610513476223;0;0;203;180
10.3;6.171610513476223;0;0;203;180
6.6;6.456000415426163;0;0;162;170
9.1;6.456000415426163;0;0;162;170
12.1;6.636642405074547;0;17;255;198
9.9;6.636642405074547;0;17;255;198
10.1;4.694974081201497;48;0;123;145
9.8;4.694974081201497;48;0;123;145
9.7;4.952700028804294;0;12;156;138
10.5;4.952700028804294;0;12;156;138
9.1;4.946699668278866;0;0;197;196
8.4;4.946699668278866;0;0;197;196
8.4;4.055670107863366;38;10;266;293
9.7;4.055670107863366;38;10;266;293
9.2;4.075559746315772;60;8;366;434
10.1;4.075559746315772;60;8;366;434
7.9;4.968319750330073;69;11;195;207
8.1;4.968319750330073;69;11;195;207
8.0;4.021849763224255;0;12;219;250
9.2;4.021849763224255;0;12;219;250
10.1;4.044869446645695;66;9;308;324
9.0;4.044869446645695;66;9;308;324
9.7;4.908199818700666;22;0;200;179
8.4;4.908199818700666;22;0;200;179
10.4;7.688407452856696;0;0;251;309
9.2;7.688407452856696;0;0;251;309
8.3;7.76792065723995;63;10;397;414
10.3;7.76792065723995;63;10;397;414
9.6;7.717795246816672;51;12;335;339
8.3;7.717795246816672;51;12;335;339
9.2;7.333750586462343;68;12;330;330
8.2;7.333750586462343;68;12;330;330
7.9;7.311441390251784;79;10;375;407
7.9;7.311441390251784;79;10;375;407
8.6;-61.67041044710481;0;0;223;238
8.7;-61.67041044710481;0;0;223;238
5.5;-63.07941986733986;82;12;407;501
4.4;-63.07941986733986;82;12;407;501
5.6;-63.03502027876942;11;16;237;240
4.5;-63.03502027876942;11;16;237;240
8.9;-52.31596507060845;103;10;592;609
8.2;-52.31596507060845;103;10;592;609
7.6;-53.21192262991041;18;9;96;87
7.5;-52.66853741637755;0;23;324;346
8.3;-52.66853741637755;0;23;324;346
7.2;-52.65014296332478;0;24;294;281
8.0;-52.65014296332478;0;24;294;281
4.6;-53.81686483676857;18;23;233;261
5.4;-53.81686483676857;18;23;233;261
5.5;-54.03408756654566;34;22;271;309
5.3;-54.03408756654566;34;22;271;309
5.1;-54.03134916195046;0;25;416;410
5.3;-54.03134916195046;0;25;416;410
10.3;4.095099370679356;76;25;273;297
9.1;4.095099370679356;76;25;273;297
9.1;3.3006106526847714;0;0;166;162
8.3;3.3006106526847714;0;0;166;162
9.5;2.397400300741368;0;24;344;328
11.1;2.397400300741368;0;24;344;328
9.1;2.1407595120776297;0;14;236;228
10.3;2.1407595120776297;0;14;236;228
9.4;2.437900460854897;58;13;349;350
10.3;2.437900460854897;58;13;349;350
9.2;2.451049890230202;0;9;276;245
8.5;2.451049890230202;0;9;276;245
9.7;3.015309560285732;105;12;316;324
11.7;3.015309560285732;105;12;316;324
9.2;2.9977898297798644;0;12;333;336
9.5;2.9977898297798644;0;12;333;336
10.2;2.3100044963253885;50;14;229;222
8.6;2.3100044963253885;50;14;229;222
9.5;2.253931461784814;52;14;229;220
7.9;2.253931461784814;52;14;229;220
9.4;2.120893100543731;50;0;174;174
11.1;2.120893100543731;50;0;174;174
11.6;2.32472366614414;41;13;305;326
11.7;2.32472366614414;41;13;305;326
8.9;2.780002233952314;61;0;233;255
9.0;2.780002233952314;61;0;233;255
9.2;1.6746446524720404;0;0;156;163
10.3;1.6746446524720404;0;0;156;163
9.3;3.0535806066000877;34;13;197;196
7.8;3.0535806066000877;34;13;197;196
7.4;3.585310527359675;46;12;226;252
9.7;3.585310527359675;46;12;226;252
10.4;3.1310706351778967;0;0;197;203
8.8;3.1310706351778967;0;0;197;203
8.0;3.395299511847835;45;12;247;262
8.3;3.395299511847835;45;12;247;262
6.6;3.3954403591508777;0;0;216;203
8.8;3.3954403591508777;0;0;216;203
8.6;3.9204097660583948;0;0;145;143
10.0;3.9204097660583948;0;0;145;143
9.8;2.3046996668512616;0;0;185;179
7.7;2.3046996668512616;0;0;185;179
11.0;2.5290609979501575;0;0;368;378
10.7;2.5290609979501575;0;0;368;378
7.8;3.5324106161619833;50;18;383;382
8.8;3.5324106161619833;50;18;383;382
9.5;3.036739502459178;0;0;246;269
10.7;3.036739502459178;0;0;246;269
7.6;3.0462601560354328;0;0;205;175
8.6;3.0462601560354328;0;0;205;175
8.3;3.0443905646572866;0;13;207;223
9.6;3.0443905646572866;0;13;207;223
8.2;3.064760509722426;0;0;243;206
9.2;3.064760509722426;0;0;243;206
8.0;3.9650896805773166;0;0;148;158
9.2;3.9650896805773166;0;0;148;158
6.8;3.941730398498145;28;7;267;280
8.0;3.941730398498145;28;7;267;280
7.4;3.4816293075127525;45;12;213;235
7.7;3.4816293075127525;45;12;213;235
9.7;3.0907898474551434;44;11;258;273
11.0;3.0907898474551434;44;11;258;273
5.7;3.1864605337728373;59;14;272;278
6.2;3.1864605337728373;59;14;272;278
9.2;3.1825896596418874;55;13;168;228
8.1;3.1825896596418874;55;13;168;228
7.3;3.2072199693145738;0;0;255;263
6.7;3.2072199693145738;0;0;255;263
7.5;3.566440487065162;33;0;319;328
9.8;3.566440487065162;33;0;319;328
7.9;3.130319950410022;53;0;302;252
8.9;3.130319950410022;53;0;302;252
9.2;3.1978302784174524;47;13;299;302
8.3;3.1978302784174524;47;13;299;302
8.8;2.4645395665443663;58;11;225;226
9.3;2.4645395665443663;58;11;225;226
10.0;2.838520306506523;46;12;218;255
9.0;2.838520306506523;46;12;218;255
9.5;2.558440656583557;0;0;210;219
8.8;2.558440656583557;0;0;210;219
9.4;-3.377995458118686;0;0;210;232
8.0;-3.377995458118686;0;0;210;232
10.4;3.0152801884425764;49;13;238;227
9.9;3.0152801884425764;49;13;238;227
9.4;2.4967699897743376;0;0;225;208
9.0;2.4967699897743376;0;0;225;208
10.8;2.918329570093103;0;0;184;164
11.0;2.918329570093103;0;0;184;164
9.0;2.7378298991850905;58;0;208;243
9.3;2.7378298991850905;58;0;208;243
8.9;2.938790907188865;51;0;169;202
10.1;2.938790907188865;51;0;169;202
7.9;2.26844997765505;46;13;154;174
10.0;2.26844997765505;46;13;154;174
11.5;2.7224828197663347;0;13;217;233
10.1;2.7224828197663347;0;13;217;233
8.5;2.9090469708554823;53;0;253;258
9.2;2.9090469708554823;53;0;253;258
8.4;2.588544875994292;0;0;265;306
10.9;2.588544875994292;0;0;265;306
10.7;2.5933425139085493;0;0;241;277
13.0;2.5933425139085493;0;0;241;277
8.8;2.9685607084546386;75;13;373;398
10.7;2.9685607084546386;75;13;373;398
9.1;2.7145431882512923;0;0;211;226
10.5;2.7145431882512923;0;0;211;226
9.7;2.612890164548638;0;16;222;231
9.5;2.612890164548638;0;16;222;231
8.8;3.2912229046449064;74;0;213;244
11.6;3.2912229046449064;74;0;213;244
9.6;2.581734712661134;0;13;306;303
11.7;2.581734712661134;0;13;306;303
9.1;2.390350112040794;56;0;329;369
7.9;2.390350112040794;56;0;329;369
7.9;2.386497305746236;0;0;338;325
9.1;2.386497305746236;0;0;338;325
9.8;2.435217954913491;67;14;357;418
7.6;2.435217954913491;67;14;357;418
7.8;2.4465337851503084;0;0;287;294
8.7;2.4465337851503084;0;0;287;294
8.9;2.47330599009689;0;0;260;265
9.4;2.47330599009689;0;0;260;265
8.0;2.4141047835493;0;13;349;317
8.9;2.4141047835493;0;13;349;317
8.5;2.3105218095256603;51;0;407;397
10.4;2.3105218095256603;51;0;407;397
8.4;2.3857365584390005;0;15;371;320
9.2;2.3857365584390005;0;15;371;320
9.8;2.445331658890117;0;15;257;286
9.2;2.445331658890117;0;15;257;286
6.4;2.329565458841232;0;13;202;183
8.3;2.329565458841232;0;13;202;183
8.9;2.5302841494289563;62;13;347;394
9.0;2.5302841494289563;62;13;347;394
9.9;2.5569932622250633;0;0;269;253
9.2;2.5569932622250633;0;0;269;253
8.6;2.4818165838516504;0;14;239;253
9.9;2.4818165838516504;0;14;239;253
7.3;2.3800565480846254;0;14;285;289
8.2;2.3800565480846254;0;14;285;289
8.0;2.3526445250657564;44;0;337;329
9.7;2.3526445250657564;44;0;337;329
9.3;2.3359316509739516;53;0;340;427
10.5;2.3359316509739516;53;0;340;427
10.7;2.537369882776211;0;0;367;309
9.1;2.537369882776211;0;0;367;309
9.0;2.4946793482795147;0;0;259;259
9.9;2.4946793482795147;0;0;259;259
10.5;2.562100468230234;0;0;279;258
8.7;2.562100468230234;0;0;279;258
9.8;2.4272811307948183;0;12;224;210
8.9;2.4272811307948183;0;12;224;210
9.2;2.5010816059910677;0;0;210;229
8.8;2.5010816059910677;0;0;210;229
12.0;2.3238083970611854;0;0;249;225
8.8;2.3238083970611854;0;0;249;225
9.1;2.468276499660144;0;0;221;178
8.0;2.468276499660144;0;0;221;178
8.3;2.48038882812426;62;0;280;297
9.5;2.48038882812426;62;0;280;297
10.8;2.392386447811229;0;0;298;291
10.5;2.392386447811229;0;0;298;291
8.5;2.350122271814376;0;0;197;214
9.4;2.350122271814376;0;0;197;214
8.3;2.380496912452555;0;0;209;282
9.6;2.380496912452555;0;0;209;282
8.1;2.383360402437281;0;0;220;221
9.3;2.383360402437281;0;0;220;221
7.7;2.3058203184226214;0;0;252;228
10.5;2.3058203184226214;0;0;252;228
9.8;2.3519455012519406;0;10;200;177
7.9;2.3519455012519406;0;10;200;177
10.2;2.350666344782148;0;12;167;205
10.6;2.350666344782148;0;12;167;205
8.7;2.3879734807114925;46;11;210;240
10.1;2.3879734807114925;46;11;210;240
10.4;2.384923514053723;0;11;170;208
9.9;2.384923514053723;0;11;170;208
7.7;2.394841141019621;57;0;363;367
7.1;2.394841141019621;57;0;363;367
7.3;2.4796986015044507;0;0;325;300
8.1;2.4796986015044507;0;0;325;300
9.2;2.435068803876908;0;12;256;269
8.2;2.435068803876908;0;12;256;269
7.4;2.444692112835567;0;0;271;286
9.0;2.444692112835567;0;0;271;286
9.6;2.445047674355642;0;0;232;242
8.4;2.445047674355642;0;0;232;242
8.4;2.4002631538244916;0;11;417;470
7.5;2.4002631538244916;0;11;417;470
10.0;2.41118910185216;62;12;472;488
8.2;2.41118910185216;62;12;472;488
7.4;2.3434316131598205;0;15;394;406
7.7;2.3434316131598205;0;15;394;406
10.2;2.3415313443860524;0;0;167;171
8.0;2.3415313443860524;0;0;167;171
9.8;2.3012077647438076;47;8;197;218
8.9;2.3012077647438076;47;8;197;218
8.9;2.3181524201029045;0;0;225;245
9.4;2.3181524201029045;0;0;225;245
7.8;2.3158598423293206;0;0;179;208
7.5;2.3158598423293206;0;0;179;208
9.4;2.2526124308216255;0;6;145;165
9.5;2.2526124308216255;0;6;145;165
8.7;2.248271295627418;0;10;269;259
9.5;2.248271295627418;0;10;269;259
11.3;2.286515934384413;0;12;279;356
11.1;2.286515934384413;0;12;279;356
8.2;2.2047202640815873;0;0;253;244
9.7;2.2047202640815873;0;0;253;244
7.5;2.1949574953418947;43;12;209;213
9.4;2.1949574953418947;43;12;209;213
7.1;2.220420492601673;0;0;201;220
7.7;2.220420492601673;0;0;201;220
8.8;2.230163379487808;50;12;360;355
7.5;2.230163379487808;50;12;360;355
8.5;2.23037867176717;0;0;268;331
7.4;2.23037867176717;0;0;268;331
7.4;2.043556896629001;0;10;337;351
9.1;2.043556896629001;0;10;337;351
8.5;2.2886667334872275;0;20;292;327
9.3;2.2886667334872275;0;20;292;327
8.8;2.42711190676903;32;12;315;301
10.1;2.42711190676903;32;12;315;301
8.1;2.4556068429452678;79;14;341;338
8.6;2.4556068429452678;79;14;341;338
8.0;2.4544001438474075;0;0;283;263
9.1;2.4544001438474075;0;0;283;263
9.6;2.351615957157491;0;11;286;356
8.4;2.351615957157491;0;11;286;356
5.8;2.3760840596044286;45;12;217;247
7.6;2.3760840596044286;45;12;217;247
7.8;2.37200706907307;0;17;288;332
8.1;2.37200706907307;0;17;288;332
6.7;2.405627168980533;0;10;252;296
7.4;2.405627168980533;0;10;252;296
7.2;2.412101611968913;52;12;298;285
8.1;2.412101611968913;52;12;298;285
7.8;1.922887112017805;0;0;283;273
8.5;1.922887112017805;0;0;283;273
8.7;1.7480604194085383;0;0;310;297
7.5;1.7480604194085383;0;0;310;297
8.2;55.30509570148501;0;13;356;357
9.6;55.30509570148501;0;13;356;357
8.6;55.29129762902777;0;9;321;277
9.4;55.29129762902777;0;9;321;277
8.7;55.64962365862333;126;11;488;538
7.5;55.64962365862333;126;11;488;538
9.5;55.64595319235297;0;8;376;424
8.0;55.64595319235297;0;8;376;424
8.4;55.708168186384896;123;17;327;373
10.1;55.708168186384896;123;17;327;373
8.8;55.59914376045121;102;22;360;410
8.3;55.59914376045121;102;22;360;410
8.0;55.320418159864595;0;10;246;240
10.7;55.320418159864595;0;10;246;240
10.0;55.26730113396791;0;12;293;319
8.2;55.26730113396791;0;12;293;319
8.2;55.467574471887914;123;16;367;409
8.4;55.467574471887914;123;16;367;409
9.4;55.48971590341287;60;14;320;347
10.4;55.48971590341287;60;14;320;347
10.3;55.45027490036867;0;12;300;271
8.9;55.45027490036867;0;12;300;271
7.5;-61.06932310722952;34;22;131;158
8.1;-61.06932310722952;34;22;131;158
7.7;-60.911570334238235;0;0;136;143
8.2;-60.911570334238235;0;0;136;143
8.1;-61.01613034514083;0;0;100;113
7.8;-61.01613034514083;0;0;100;113
5.7;45.195229265165956;0;12;495;496
5.6;45.195229265165956;0;12;495;496
6.1;45.12365923691382;0;14;451;436
6.4;45.12365923691382;0;14;451;436
6.1;45.078711033939136;67;15;676;689
6.4;45.078711033939136;67;15;676;689
7.6;45.282331041089684;0;13;735;755
8.2;45.282331041089684;0;13;735;755
9.2;45.106877904070366;0;14;499;548
8.7;45.106877904070366;0;14;499;548
12.7;-1.27119995876091;0;0;83;65
11.2;0.08816956207443082;55;3;251;275
11.6;0.08816956207443082;55;3;251;275
10.8;0.6320305422846951;0;10;217;215
9.8;0.6320305422846951;0;10;217;215
9.1;1.147329421444672;65;12;281;346
10.1;1.147329421444672;65;12;281;346
10.1;0.9544640124609372;0;0;271;259
10.9;0.9544640124609372;0;0;271;259
8.7;1.0326899176521405;0;0;189;212
9.8;1.0326899176521405;0;0;189;212
9.5;1.0286036136248429;41;12;184;180
8.7;1.0286036136248429;41;12;184;180
10.7;1.106732011998031;46;13;144;160
8.1;1.106732011998031;46;13;144;160
10.0;1.073636413782515;0;0;196;218
11.2;1.073636413782515;0;0;196;218
8.5;1.0070361686868774;58;12;286;307
9.4;1.0070361686868774;58;12;286;307
8.6;0.1552949914614311;0;0;119;120
7.5;0.16534046144847625;58;13;138;179
9.2;0.16534046144847625;58;13;138;179
7.4;0.09021784341478802;0;0;178;175
9.6;0.09021784341478802;0;0;178;175
9.4;1.0398143289156496;64;12;320;306
8.1;1.0398143289156496;64;12;320;306
8.7;1.1409481889299682;0;13;210;223
8.4;1.1409481889299682;0;13;210;223
11.4;0.6795121801510681;0;0;168;217
11.2;0.6795121801510681;0;0;168;217
10.0;1.2990041723447758;31;7;289;287
11.4;1.2990041723447758;31;7;289;287
11.1;0.7122662901331184;0;0;164;189
10.1;0.7122662901331184;0;0;164;189
9.5;-0.562499679237814;50;14;248;243
9.9;-0.562499679237814;50;14;248;243
10.0;-0.5477859858075566;55;14;167;157
9.0;-0.5477859858075566;55;14;167;157
7.7;-0.5166386585386282;55;14;310;324
9.8;-0.5166386585386282;55;14;310;324
8.8;-0.9266261293803881;0;16;321;319
10.9;-0.9266261293803881;0;16;321;319
9.0;-0.5168973506847918;0;15;217;215
9.4;-0.5168973506847918;0;15;217;215
9.1;-0.36155706003589994;0;0;89;132
10.2;-0.36155706003589994;0;0;89;132
9.3;1.4938800334320828;62;13;204;200
8.6;1.4938800334320828;62;13;204;200
6.4;1.2695904053331857;0;0;135;147
7.5;1.2695904053331857;0;0;135;147
8.9;-0.34876048375285473;53;0;211;261
9.5;-0.34876048375285473;53;0;211;261
9.0;0.19016935129102142;84;0;160;179
10.0;0.19016935129102142;84;0;160;179
8.5;-1.1787205497543571;0;14;272;219
8.2;-1.1787205497543571;0;14;272;219
10.6;2.3477399000777415;0;0;373;379
11.2;2.3477399000777415;0;0;373;379
10.3;4.085849458058714;62;13;310;333
8.7;4.085849458058714;62;13;310;333
8.4;4.3569599691475265;0;21;280;281
7.5;4.3569599691475265;0;21;280;281
8.0;3.88440958532924;0;13;177;244
8.8;3.88440958532924;0;13;177;244
11.7;3.6915503474666664;0;0;234;250
12.9;3.6915503474666664;0;0;234;250
9.5;2.9786084325018565;0;12;498;462
10.8;2.9786084325018565;0;12;498;462
7.9;2.8859524883726566;0;12;265;231
9.3;2.8859524883726566;0;12;265;231
10.4;2.0346194733230227;0;23;393;349
10.6;2.0346194733230227;0;23;393;349
9.9;0.7273627972779144;0;15;204;186
10.9;0.7273627972779144;0;15;204;186
10.7;0.0582513971968151;69;0;276;267
8.8;0.0582513971968151;69;0;276;267
8.5;2.381522487049182;55;13;194;235
10.5;2.381522487049182;55;13;194;235
11.2;-1.8193303115128432;0;0;218;216
10.1;-1.8193303115128432;0;0;218;216
8.9;-1.6039894137236577;52;24;167;203
8.5;-1.6039894137236577;52;24;167;203
11.8;-0.782522091599313;59;13;281;303
9.3;-0.782522091599313;59;13;281;303
11.6;6.231149574919586;91;13;345;347
10.5;6.231149574919586;91;13;345;347
8.0;5.420919924379433;123;0;242;282
10.3;5.420919924379433;123;0;242;282
9.6;4.8648404259387625;0;8;518;514
10.6;4.8648404259387625;0;8;518;514
10.5;5.46249939516656;0;0;188;179
9.5;5.46249939516656;0;0;188;179
8.4;5.348482706937176;64;12;292;297
7.0;5.348482706937176;64;12;292;297
6.2;5.355300391983345;0;12;187;194
8.7;5.355300391983345;0;12;187;194
7.9;5.3438294872879935;55;16;310;348
9.8;5.3438294872879935;55;16;310;348
9.0;5.365599591293657;0;0;174;170
8.9;5.365599591293657;0;0;174;170
7.6;5.375387663777026;0;0;231;287
7.5;5.375387663777026;0;0;231;287
8.0;5.386289514268629;0;0;275;310
8.2;5.386289514268629;0;0;275;310
9.7;4.992829441665292;0;0;258;236
11.0;4.992829441665292;0;0;258;236
8.7;5.103994516073329;0;0;211;244
6.8;5.103994516073329;0;0;211;244
11.5;5.821639755386144;0;0;159;157
10.2;5.821639755386144;0;0;159;157
9.2;4.8384706812183955;0;0;233;223
9.4;4.8384706812183955;0;0;233;223
9.4;4.745288125657382;0;0;234;250
8.4;4.745288125657382;0;0;234;250
8.0;4.862076609008712;63;15;361;374
9.1;4.862076609008712;63;15;361;374
9.1;4.799358691386506;85;11;309;345
10.8;4.799358691386506;85;11;309;345
10.1;5.508972722554812;60;0;265;301
10.8;5.508972722554812;60;0;265;301
10.5;6.918969875601205;0;0;219;202
10.2;6.918969875601205;0;0;219;202
8.9;7.2589400189322655;0;0;274;298
10.5;7.2589400189322655;0;0;274;298
6.9;7.202090130979249;0;0;226;215
8.9;7.202090130979249;0;0;226;215
9.3;6.755632401599427;0;10;266;235
9.3;6.755632401599427;0;10;266;235
8.7;5.909726504143921;47;12;392;410
7.9;5.909726504143921;47;12;392;410
8.9;5.981563479156738;0;0;201;194
9.0;5.981563479156738;0;0;201;194
8.5;3.1200400766844076;0;13;249;245
7.6;3.1200400766844076;0;13;249;245
8.8;3.5977494268825336;0;0;168;172
10.0;3.5977494268825336;0;0;168;172
8.3;4.817749798890075;0;0;248;226
9.0;4.817749798890075;0;0;248;226
9.7;4.924559994913046;57;0;347;323
9.2;4.924559994913046;57;0;347;323
9.2;6.538230348768188;77;15;429;394
9.9;6.538230348768188;77;15;429;394
8.2;5.750140411189965;0;0;236;250
9.9;5.750140411189965;0;0;236;250
10.4;5.7371100497222685;102;7;378;378
10.1;5.7371100497222685;102;7;378;378
8.7;5.764599912225057;0;12;211;200
10.2;5.764599912225057;0;12;211;200
10.6;6.371599818245207;66;15;366;347
10.8;6.371599818245207;66;15;366;347
9.3;5.638289823414171;0;14;313;301
11.2;5.638289823414171;0;14;313;301
10.4;5.637920168031979;99;17;372;407
9.3;5.637920168031979;99;17;372;407
11.5;5.431009651453726;0;16;123;147
10.8;5.431009651453726;0;16;123;147
11.8;4.266710174692869;62;13;460;476
10.1;4.266710174692869;62;13;460;476
8.9;4.333899589658417;43;0;221;240
10.3;4.333899589658417;43;0;221;240
8.9;4.073359762134991;64;13;234;231
10.2;4.073359762134991;64;13;234;231
10.4;4.903545049869182;0;13;274;270
9.4;4.903545049869182;0;13;274;270
11.2;4.788188554322999;46;13;282;357
11.7;4.788188554322999;46;13;282;357
10.7;4.882625384599657;0;14;308;322
8.9;4.882625384599657;0;14;308;322
7.9;4.874144766940049;58;16;322;350
9.2;4.874144766940049;58;16;322;350
7.7;4.86503535037878;0;0;251;260
9.4;4.86503535037878;0;0;251;260
9.3;4.795596483244693;48;14;204;263
7.5;4.795596483244693;48;14;204;263
10.8;4.8045964418779015;0;13;203;214
9.4;4.8045964418779015;0;13;203;214
10.3;4.94351439762419;0;11;331;348
9.2;4.94351439762419;0;11;331;348
9.2;4.921345641277431;0;11;215;209
7.9;4.921345641277431;0;11;215;209
8.1;4.916918126529449;0;12;264;291
9.6;4.916918126529449;0;12;264;291
9.2;5.971549365480695;64;12;325;332
9.0;5.971549365480695;64;12;325;332
9.9;5.591925752331434;0;9;139;155
10.4;5.591925752331434;0;9;139;155
10.7;6.507143184340383;62;10;444;433
11.4;6.507143184340383;62;10;444;433
10.0;6.364125661180154;63;11;291;321
10.7;6.364125661180154;63;11;291;321
9.2;6.280997557632508;0;0;163;183
9.9;6.280997557632508;0;0;163;183
8.5;5.868670532163426;47;21;249;227
9.2;5.868670532163426;47;21;249;227
11.5;6.849611971016875;0;12;296;288
10.3;6.849611971016875;0;12;296;288
8.9;6.852888130471386;0;12;156;172
8.9;6.852888130471386;0;12;156;172
10.0;5.073849533715506;0;9;261;291
