note_a_l_ecrit;longitude;nbre_eleves_segpa;nbre_eleves_ulis;effectifs_filles;effectifs_garcons
8.9;3.9861081224004735;98;9;253;253
9.7;3.9861081224004735;98;9;253;253
7.7;-4.510359525683293;64;12;189;193
8.6;-4.510359525683293;64;12;189;193
9.4;-3.3393543350700856;58;0;194;203
9.9;-3.3393543350700856;58;0;194;203
10.2;-2.7704165984153195;76;0;278;280
11.4;-2.7704165984153195;76;0;278;280
11.2;2.9218695336613005;0;0;92;79
10.6;2.9218695336613005;0;0;92;79
11.2;1.399099912029675;0;12;302;316
9.6;1.399099912029675;0;12;302;316
10.7;1.6723105008263761;0;8;232;235
11.1;1.6723105008263761;0;8;232;235
8.6;0.6506603450186224;0;0;104;110
8.1;0.6506603450186224;0;0;104;110
10.3;8.734748563149186;0;0;389;370
11.7;8.734748563149186;0;0;389;370
10.9;9.446977797288765;35;0;277;318
9.9;9.446977797288765;35;0;277;318
10.8;5.797190256340773;0;0;213;215
9.4;5.797190256340773;0;0;213;215
8.6;5.762499859335035;0;10;189;229
9.6;5.762499859335035;0;10;189;229
9.6;6.161119410728105;0;12;232;274
10.4;6.161119410728105;0;12;232;274
8.5;6.174680164132446;60;0;238;254
10.4;6.174680164132446;60;0;238;254
9.0;5.170279675783989;39;17;138;133
10.9;5.170279675783989;39;17;138;133
9.0;6.934230187932992;23;0;140;146
10.0;6.934230187932992;23;0;140;146
10.1;6.876109957692088;30;12;305;281
10.0;6.876109957692088;30;12;305;281
9.7;6.744419552148368;0;0;173;179
10.0;6.744419552148368;0;0;173;179
10.3;6.92538983224191;0;11;181;219
11.0;6.92538983224191;0;11;181;219
7.2;6.146729683080667;0;11;214;204
9.1;6.146729683080667;0;11;214;204
8.0;6.168929956923903;0;12;184;221
8.4;6.168929956923903;0;12;184;221
12.1;6.636642405074547;0;22;278;226
9.9;6.636642405074547;0;22;278;226
9.6;4.705629861795017;27;10;138;136
10.7;4.705629861795017;27;10;138;136
8.3;4.939800414516984;60;10;144;147
8.1;4.939800414516984;60;10;144;147
10.3;4.857620152158673;51;10;176;166
9.7;4.857620152158673;51;10;176;166
8.4;4.055670107863366;35;7;232;306
9.7;4.055670107863366;35;7;232;306
11.1;4.590709492301247;0;12;173;184
9.8;4.590709492301247;0;12;173;184
9.5;4.058850659618287;0;11;292;314
9.6;4.058850659618287;0;11;292;314
8.3;4.042520099566606;61;12;286;295
7.4;4.042520099566606;61;12;286;295
8.8;4.017080105216009;0;24;181;174
7.7;4.017080105216009;0;24;181;174
8.5;7.76388540046777;78;13;305;303
7.3;7.76388540046777;78;13;305;303
8.2;7.701753871014287;79;13;216;223
8.1;7.701753871014287;79;13;216;223
9.2;7.333750586462343;27;11;296;308
8.2;7.333750586462343;27;11;296;308
6.5;7.294382433052226;67;20;297;316
7.9;7.294382433052226;67;20;297;316
8.3;7.339561547508013;0;0;203;250
9.0;7.339561547508013;0;0;203;250
6.1;-61.53550846137415;0;9;96;123
6.3;-61.53550846137415;0;9;96;123
7.8;-61.536243113957276;0;18;183;224
7.8;-61.536243113957276;0;18;183;224
7.2;-61.68850991138755;49;16;284;287
8.1;-61.68850991138755;49;16;284;287
7.1;-52.331632743233115;0;13;340;327
7.5;-52.331632743233115;0;13;340;327
7.5;-52.478159667705064;0;27;387;407
6.5;-52.478159667705064;0;27;387;407
8.7;-52.278501823001505;0;23;338;354
8.5;-52.278501823001505;0;23;338;354
4.0;-54.013070596902814;96;20;587;594
4.4;-54.013070596902814;96;20;587;594
9.3;3.5069395918693513;30;13;241;285
9.6;3.5069395918693513;30;13;241;285
9.7;3.318949412019479;61;11;168;209
5.9;3.318949412019479;61;11;168;209
8.3;3.274040462303788;0;0;138;140
8.6;3.274040462303788;0;0;138;140
7.5;2.795549845978134;57;13;179;200
8.5;2.795549845978134;57;13;179;200
10.3;2.464039752942275;0;13;286;307
11.3;2.464039752942275;0;13;286;307
9.2;2.451049890230202;0;12;280;235
8.5;2.451049890230202;0;12;280;235
8.6;2.476239643181955;0;13;343;376
9.8;2.476239643181955;0;13;343;376
9.7;3.015309560285732;99;13;303;334
11.7;3.015309560285732;99;13;303;334
8.8;2.5979493308925186;0;13;235;234
8.7;2.5979493308925186;0;13;235;234
8.9;2.2683251519835483;65;28;296;389
11.1;2.2683251519835483;65;28;296;389
9.5;2.253931461784814;57;16;214;246
7.9;2.253931461784814;57;16;214;246
9.9;2.336124610540266;47;14;277;308
8.9;2.336124610540266;47;14;277;308
8.0;3.395299511847835;38;13;244;289
8.3;3.395299511847835;38;13;244;289
7.8;3.0743805506245514;51;0;291;278
7.9;3.0743805506245514;51;0;291;278
8.0;3.398559394578643;31;13;310;376
9.1;3.398559394578643;31;13;310;376
9.2;2.351990212137265;0;0;171;233
9.9;2.351990212137265;0;0;171;233
7.3;2.331560244588171;55;0;234;241
10.1;2.331560244588171;55;0;234;241
9.8;3.063599555138808;0;0;194;155
10.9;3.063599555138808;0;0;194;155
8.1;3.909300273180787;0;0;262;299
10.0;3.909300273180787;0;0;262;299
10.1;3.901209519412997;40;12;229;212
7.4;3.901209519412997;40;12;229;212
11.0;2.5290609979501575;0;0;333;349
10.7;2.5290609979501575;0;0;333;349
8.3;3.187780607305509;42;13;251;282
10.3;3.187780607305509;42;13;251;282
9.5;3.036739502459178;0;0;221;270
10.7;3.036739502459178;0;0;221;270
10.0;3.0941300893778436;53;0;233;239
9.2;3.0941300893778436;53;0;233;239
9.3;3.1175204647683668;50;0;247;253
8.5;3.1175204647683668;50;0;247;253
9.5;3.026609554977936;34;0;140;156
8.8;3.026609554977936;34;0;140;156
7.9;3.164919554423088;0;8;194;184
7.2;3.164919554423088;0;8;194;184
5.7;3.1864605337728373;57;14;319;286
6.2;3.1864605337728373;57;14;319;286
7.3;3.2072199693145738;0;0;276;266
6.7;3.2072199693145738;0;0;276;266
7.9;3.432100353409098;0;0;226;261
10.1;3.432100353409098;0;0;226;261
9.1;3.55778945950352;0;11;176;206
11.3;3.55778945950352;0;11;176;206
9.4;3.114949443162363;57;0;315;366
8.0;3.114949443162363;57;0;315;366
8.6;3.276190437285765;79;13;311;353
9.7;3.276190437285765;79;13;311;353
7.9;3.1894893121105476;32;12;178;205
6.9;3.1894893121105476;32;12;178;205
8.8;3.2319219812883335;0;13;125;172
7.8;3.2319219812883335;0;13;125;172
9.0;2.475710473957055;0;0;188;162
9.0;2.475710473957055;0;0;188;162
10.0;2.838520306506523;50;14;210;270
9.0;2.838520306506523;50;14;210;270
9.1;2.645259432715609;61;0;343;328
10.9;2.645259432715609;61;0;343;328
9.6;2.921099632581262;59;0;228;294
10.3;2.921099632581262;59;0;228;294
7.4;1.6185600819517356;40;0;172;150
8.3;1.6185600819517356;40;0;172;150
9.5;2.558440656583557;0;0;202;198
8.8;2.558440656583557;0;0;202;198
7.9;1.8331704068499097;50;11;216;211
8.2;1.8331704068499097;50;11;216;211
9.4;-3.377995458118686;0;0;203;227
8.0;-3.377995458118686;0;0;203;227
8.8;2.9759097447360388;0;11;234;245
10.5;2.9759097447360388;0;11;234;245
11.5;2.7224828197663347;0;13;271;292
10.1;2.7224828197663347;0;13;271;292
8.9;2.6352357143411234;0;0;373;356
9.8;2.6352357143411234;0;0;373;356
9.5;2.6335823680243378;63;13;270;294
11.2;2.6335823680243378;63;13;270;294
9.7;2.37182835635895;0;13;186;213
10.5;2.37182835635895;0;13;186;213
7.4;2.5188994447044384;60;0;340;371
8.6;2.5188994447044384;60;0;340;371
7.4;2.468565537243213;0;12;292;320
8.9;2.468565537243213;0;12;292;320
7.8;2.4465337851503084;0;0;265;298
8.7;2.4465337851503084;0;0;265;298
8.9;2.47330599009689;0;0;280;257
9.4;2.47330599009689;0;0;280;257
9.1;2.299929228457258;0;0;315;383
9.7;2.299929228457258;0;0;315;383
9.2;2.417903287605151;0;11;341;340
10.1;2.417903287605151;0;11;341;340
8.4;2.433803421323845;0;0;198;231
9.5;2.433803421323845;0;0;198;231
9.2;2.3793080392567565;0;12;132;163
10.4;2.3793080392567565;0;12;132;163
9.9;2.5569932622250633;0;0;287;285
9.2;2.5569932622250633;0;0;287;285
9.4;2.4051830816317805;0;14;243;302
10.7;2.4051830816317805;0;14;243;302
7.3;2.362944286139678;49;24;394;408
9.1;2.362944286139678;49;24;394;408
9.5;2.366854183789725;0;0;356;320
8.9;2.366854183789725;0;0;356;320
8.7;2.435378334246137;0;14;211;190
9.6;2.435378334246137;0;14;211;190
11.1;2.472079193176639;0;14;303;276
9.5;2.472079193176639;0;14;303;276
7.3;2.3800565480846254;0;14;263;272
8.2;2.3800565480846254;0;14;263;272
7.5;2.3607399238348705;0;13;251;267
9.4;2.3607399238348705;0;13;251;267
7.9;2.5365920570459806;0;12;334;361
9.0;2.5365920570459806;0;12;334;361
9.7;2.425426471420578;53;0;327;348
10.1;2.425426471420578;53;0;327;348
9.2;2.5010816059910677;0;0;177;201
8.8;2.5010816059910677;0;0;177;201
8.4;2.463879191379569;61;12;309;342
10.1;2.463879191379569;61;12;309;342
8.8;2.3457206277302776;0;0;216;251
9.8;2.3457206277302776;0;0;216;251
8.5;2.350122271814376;0;0;191;189
9.4;2.350122271814376;0;0;191;189
8.3;2.380496912452555;0;0;206;254
9.6;2.380496912452555;0;0;206;254
9.4;2.3952706077800445;0;0;204;208
9.7;2.3952706077800445;0;0;204;208
10.9;2.3683182467577564;0;0;193;190
10.8;2.3683182467577564;0;0;193;190
11.5;2.3478620533569954;0;10;186;229
11.7;2.3478620533569954;0;10;186;229
13.4;2.378703674841605;48;9;208;199
10.2;2.378703674841605;48;9;208;199
9.4;2.406619245956443;0;10;173;215
9.7;2.406619245956443;0;10;173;215
9.2;2.4046301943144464;0;0;251;232
10.1;2.4046301943144464;0;0;251;232
9.9;2.3103238418952583;57;0;253;365
8.2;2.3103238418952583;57;0;253;365
8.6;2.5264281636084296;0;13;344;325
7.7;2.5264281636084296;0;13;344;325
9.2;2.435068803876908;0;12;240;273
8.2;2.435068803876908;0;12;240;273
8.1;2.430438594038297;0;12;312;283
8.5;2.430438594038297;0;12;312;283
8.2;2.2953873835354233;0;12;241;235
8.8;2.2953873835354233;0;12;241;235
9.3;2.3405164367874947;0;0;262;265
9.7;2.3405164367874947;0;0;262;265
7.4;2.3434316131598205;0;12;368;356
7.7;2.3434316131598205;0;12;368;356
9.0;2.3682947133964083;0;0;208;206
7.1;2.3682947133964083;0;0;208;206
7.6;2.363517042010605;56;12;330;352
9.3;2.363517042010605;56;12;330;352
7.8;2.3158598423293206;0;0;177;190
7.5;2.3158598423293206;0;0;177;190
9.3;2.3074839689415936;0;11;297;308
7.8;2.3074839689415936;0;11;297;308
9.1;2.2879715131576686;0;7;349;362
10.0;2.2879715131576686;0;7;349;362
8.5;2.2228763890998566;0;12;189;177
8.1;2.2228763890998566;0;12;189;177
8.5;2.23037867176717;0;11;325;334
7.4;2.23037867176717;0;11;325;334
8.6;2.2043023803188175;0;12;375;364
9.7;2.2043023803188175;0;12;375;364
8.5;2.2886667334872275;0;20;302;317
9.3;2.2886667334872275;0;20;302;317
8.7;2.1106075125748056;0;12;180;203
9.5;2.1106075125748056;0;12;180;203
8.7;2.3985716588527346;0;13;287;289
9.6;2.3985716588527346;0;13;287;289
8.8;2.42711190676903;47;13;308;287
10.1;2.42711190676903;47;13;308;287
8.9;2.4623540548905716;0;12;264;278
7.8;2.4623540548905716;0;12;264;278
9.5;2.274258516099972;60;0;399;399
7.7;2.274258516099972;60;0;399;399
7.8;2.37200706907307;0;16;306;328
8.1;2.37200706907307;0;16;306;328
8.7;2.021269550288245;0;0;252;248
7.3;2.021269550288245;0;0;252;248
8.0;1.6917666190699951;0;0;173;181
6.7;1.6917666190699951;0;0;173;181
8.0;1.6874588993918225;0;12;147;189
8.0;1.6874588993918225;0;12;147;189
9.3;1.9781985519068777;0;12;231;253
7.8;1.9781985519068777;0;12;231;253
8.5;55.29997213425819;128;12;338;354
9.9;55.29997213425819;128;12;338;354
8.9;55.71872706153563;0;13;240;251
9.6;55.71872706153563;0;13;240;251
8.4;55.708168186384896;124;24;308;402
10.1;55.708168186384896;124;24;308;402
8.2;55.452245233221355;0;12;424;384
9.9;55.452245233221355;0;12;424;384
8.7;55.47650996498801;123;10;429;572
9.9;55.47650996498801;123;10;429;572
9.0;55.55265817027803;0;13;257;294
8.9;55.55265817027803;0;13;257;294
12.9;55.666539906341406;0;12;330;327
10.4;55.666539906341406;0;12;330;327
8.2;55.42052144373737;123;12;390;453
7.4;55.42052144373737;123;12;390;453
7.1;55.40061992985625;0;24;335;312
6.9;55.40061992985625;0;24;335;312
7.5;55.2808228749891;28;0;334;291
9.8;55.2808228749891;28;0;334;291
9.4;55.48971590341287;52;23;303;338
10.4;55.48971590341287;52;23;303;338
9.1;55.494852849027374;61;11;401;394
10.2;55.494852849027374;61;11;401;394
11.2;55.532957195619616;57;16;217;262
9.0;55.532957195619616;57;16;217;262
6.5;-61.13816287818186;0;0;61;82
9.5;-60.99899027082465;61;18;131;182
8.7;-60.99899027082465;61;18;131;182
7.2;45.09097634591245;96;13;372;375
8.6;45.09097634591245;96;13;372;375
6.1;45.12365923691382;0;13;427;447
6.4;45.12365923691382;0;13;427;447
7.2;45.1100960158229;0;8;385;358
6.3;45.1100960158229;0;8;385;358
5.5;45.21101310214413;0;15;821;776
6.1;45.21101310214413;0;15;821;776
7.6;45.282331041089684;0;16;728;695
8.2;45.282331041089684;0;16;728;695
10.1;-0.36023049666148743;0;15;229;192
12.4;-0.36023049666148743;0;15;229;192
8.3;-1.104999863147956;0;15;102;66
10.1;-1.104999863147956;0;15;102;66
9.0;1.1491789508863053;0;0;201;219
10.3;1.1491789508863053;0;0;201;219
9.6;-1.4037505983876106;0;0;99;107
9.1;-1.4037505983876106;0;0;99;107
7.8;0.09500992955414307;0;10;156;121
7.3;0.09500992955414307;0;10;156;121
10.1;1.027962537732095;54;10;202;217
11.2;1.027962537732095;54;10;202;217
12.4;1.1535485937464796;0;0;248;267
10.4;1.1535485937464796;0;0;248;267
8.5;1.0070361686868774;64;12;336;310
9.4;1.0070361686868774;64;12;336;310
9.5;0.39199861752911125;0;12;139;151
9.1;0.39199861752911125;0;12;139;151
9.0;0.1223226050896545;45;12;194;204
7.9;0.1223226050896545;45;12;194;204
8.3;0.17156939942641686;63;11;211;204
8.3;0.17156939942641686;63;11;211;204
7.4;0.09021784341478802;0;0;174;148
9.6;0.09021784341478802;0;0;174;148
8.8;1.0585113368336174;0;0;188;206
8.9;1.0585113368336174;0;0;188;206
11.5;1.0680494706698562;0;0;99;139
9.1;1.0680494706698562;0;0;99;139
10.9;0.488863214866513;0;13;239;246
9.3;0.488863214866513;0;13;239;246
10.0;1.2990041723447758;29;12;305;263
11.4;1.2990041723447758;29;12;305;263
10.1;-0.5538237748046175;0;15;143;179
11.3;-0.5538237748046175;0;15;143;179
9.0;-0.5131354045833131;0;14;357;338
10.9;-0.5131354045833131;0;14;357;338
10.8;-0.6510234523453694;0;0;291;241
10.7;-0.6510234523453694;0;0;291;241
10.3;-0.6450723665147032;0;15;247;246
10.6;-0.6450723665147032;0;15;247;246
9.4;-0.916308634778351;0;0;194;206
11.0;-0.916308634778351;0;0;194;206
9.3;1.4938800334320828;61;12;203;221
8.6;1.4938800334320828;61;12;203;221
8.6;1.227624328711415;0;7;334;353
9.7;1.227624328711415;0;7;334;353
8.0;0.12847421626497582;0;0;118;108
7.2;0.12847421626497582;0;0;118;108
8.9;-0.34876048375285473;54;0;214;227
9.5;-0.34876048375285473;54;0;214;227
10.0;0.09397016567471343;0;0;282;300
10.5;0.09397016567471343;0;0;282;300
10.0;-0.4782495368961803;0;13;266;254
10.4;-0.4782495368961803;0;13;266;254
11.7;-0.4546243153449538;91;22;283;336
11.3;-0.4546243153449538;91;22;283;336
10.5;-0.18980312585630363;108;14;239;238
8.8;-0.18980312585630363;108;14;239;238
10.4;2.349310082875352;0;0;175;177
9.6;2.349310082875352;0;0;175;177
9.2;3.0061500163371266;58;29;334;370
9.0;3.0061500163371266;58;29;334;370
8.7;3.000819794519885;59;0;334;315
9.7;3.000819794519885;59;0;334;315
12.4;3.9838104563348335;0;0;262;252
10.7;3.9838104563348335;0;0;262;252
10.4;4.616229962459126;0;24;338;265
11.1;4.616229962459126;0;24;338;265
8.5;4.0303605122898185;0;12;170;158
8.8;4.0303605122898185;0;12;170;158
6.7;4.33614977356607;87;13;313;349
7.9;4.33614977356607;87;13;313;349
9.1;3.219089794376368;60;14;332;331
9.6;3.219089794376368;60;14;332;331
10.2;3.8467403698128533;57;13;262;314
9.2;3.8467403698128533;57;13;262;314
7.0;2.8914941897288076;65;27;333;332
8.2;2.8914941897288076;65;27;333;332
8.6;2.9089852068360944;0;0;180;168
7.9;2.9089852068360944;0;0;180;168
10.0;0.7199196120294634;69;14;216;271
11.4;0.7199196120294634;69;14;216;271
9.9;0.7273627972779144;0;12;233;211
10.9;0.7273627972779144;0;12;233;211
8.9;1.4407104510772466;52;15;324;379
9.7;1.4407104510772466;52;15;324;379
10.2;1.433950084603474;0;0;158;155
11.5;1.433950084603474;0;0;158;155
7.7;1.4366705597466425;59;11;236;242
7.9;1.4366705597466425;59;11;236;242
11.8;1.4550500739231473;74;10;290;324
12.2;1.4550500739231473;74;10;290;324
10.2;1.3804594009190363;56;31;584;637
9.8;1.3804594009190363;56;31;584;637
8.0;-1.5917102604048903;0;0;159;158
8.9;-1.5917102604048903;0;0;159;158
8.9;-1.6039894137236577;56;18;166;196
8.5;-1.6039894137236577;56;18;166;196
9.5;-2.198945019077303;63;12;290;271
11.1;-2.198945019077303;63;12;290;271
10.1;-0.8862803545470918;63;0;191;200
9.8;-0.8862803545470918;63;0;191;200
11.5;0.1805152793431396;0;10;258;242
12.3;0.1805152793431396;0;10;258;242
10.5;0.1976884716282042;62;13;207;219
9.4;0.1976884716282042;62;13;207;219
11.8;-0.782522091599313;69;12;263;312
9.3;-0.782522091599313;69;12;263;312
8.0;5.420919924379433;120;0;246;287
10.3;5.420919924379433;120;0;246;287
8.9;4.638130116326001;0;13;345;368
9.6;4.638130116326001;0;13;345;368
8.1;5.408539592042221;82;13;252;345
9.1;5.408539592042221;82;13;252;345
7.7;5.408349520146369;0;9;191;212
9.2;5.408349520146369;0;9;191;212
6.5;5.43018344762998;0;10;195;217
8.8;5.43018344762998;0;10;195;217
6.3;5.38785964493626;0;14;134;164
8.1;5.38785964493626;0;14;134;164
8.4;5.348482706937176;62;13;298;308
7.0;5.348482706937176;62;13;298;308
7.9;5.3438294872879935;59;13;316;338
9.8;5.3438294872879935;59;13;316;338
13.8;5.382610144906995;0;0;214;199
11.6;5.382610144906995;0;0;214;199
7.4;5.369271084312032;11;13;294;271
9.0;5.369271084312032;11;13;294;271
7.6;5.375387663777026;0;10;262;242
7.5;5.375387663777026;0;10;262;242
8.8;5.04205763920382;58;0;236;262
9.9;5.04205763920382;58;0;236;262
8.6;5.250809992084071;0;0;252;259
7.2;5.250809992084071;0;0;252;259
11.3;4.801565250756268;0;0;282;220
10.9;4.801565250756268;0;0;282;220
9.4;4.745288125657382;0;0;264;228
8.4;4.745288125657382;0;0;264;228
8.0;4.862076609008712;59;15;364;366
9.1;4.862076609008712;59;15;364;366
9.1;4.799358691386506;95;11;340;362
10.8;4.799358691386506;95;11;340;362
12.1;7.196883172175359;54;24;377;451
10.2;7.196883172175359;54;24;377;451
9.3;6.922150382885586;0;0;255;257
10.6;6.922150382885586;0;0;255;257
9.5;6.94786989184647;56;28;245;268
10.7;6.94786989184647;56;28;245;268
8.3;3.1150399561108566;57;25;215;224
9.3;3.1150399561108566;57;25;215;224
8.6;3.1076595294985236;56;11;284;293
8.2;3.1076595294985236;56;11;284;293
10.2;4.641560286850829;49;14;259;297
10.3;4.641560286850829;49;14;259;297
9.7;4.900380073332593;0;27;250;265
10.4;4.900380073332593;0;27;250;265
9.7;4.924559994913046;60;0;347;332
9.2;4.924559994913046;60;0;347;332
9.2;6.538230348768188;73;14;420;403
9.9;6.538230348768188;73;14;420;403
7.5;5.697010377282649;0;12;190;201
8.9;5.697010377282649;0;12;190;201
8.1;5.210609704464847;0;15;224;257
8.6;5.210609704464847;0;15;224;257
8.2;4.92644189871169;0;14;240;221
9.7;4.92644189871169;0;14;240;221
10.1;5.24540999711648;107;12;310;290
10.8;5.24540999711648;107;12;310;290
8.9;4.333899589658417;62;0;246;269
10.3;4.333899589658417;62;0;246;269
8.8;4.536359707872857;0;12;170;226
9.2;4.536359707872857;0;12;170;226
9.8;4.9145618813352545;0;12;219;233
9.9;4.9145618813352545;0;12;219;233
10.1;4.888826360955459;0;11;120;159
8.7;4.888826360955459;0;11;120;159
10.7;4.882625384599657;0;13;326;303
8.9;4.882625384599657;0;13;326;303
7.7;4.86503535037878;0;1;232;243
9.4;4.86503535037878;0;1;232;243
10.8;4.8045964418779015;0;13;184;210
9.4;4.8045964418779015;0;13;184;210
9.8;4.9158810193013665;48;13;242;274
9.8;4.9158810193013665;48;13;242;274
7.9;4.891154691482821;61;14;288;355
8.8;4.891154691482821;61;14;288;355
8.6;4.721762515214991;0;13;246;249
9.3;4.721762515214991;0;13;246;249
9.9;6.85640985034442;0;0;146;177
10.3;6.85640985034442;0;0;146;177
10.7;6.507143184340383;56;12;414;383
11.4;6.507143184340383;56;12;414;383
8.5;5.868670532163426;56;18;216;188
9.2;5.868670532163426;56;18;216;188
8.9;6.852888130471386;0;13;157;162
8.9;6.852888130471386;0;13;157;162
10.6;5.00519949831528;59;15;140;171
10.1;5.00519949831528;59;15;140;171
12.4;3.683490280380998;0;0;57;58
10.0;2.923030447789512;56;12;189;223
10.3;2.923030447789512;56;12;189;223
9.4;3.1584886205988747;0;26;217;199
9.5;3.1584886205988747;0;26;217;199
9.6;4.852881537595646;0;11;331;318
10.1;4.852881537595646;0;11;331;318
8.0;4.835703569402592;50;0;230;272
9.2;4.835703569402592;50;0;230;272
9.3;4.367085320753354;63;13;192;193
9.1;4.367085320753354;63;13;192;193
9.0;4.418356320377742;0;9;138;148
8.6;4.418356320377742;0;9;138;148
8.7;3.42230229289232;0;12;237;258
10.1;3.42230229289232;0;12;237;258
9.8;-2.7510851598346853;0;16;259;286
10.9;-2.7510851598346853;0;16;259;286
10.9;-4.131380514595773;64;13;241;259
8.6;-4.131380514595773;64;13;241;259
9.4;-1.7654001329716966;98;12;266;328
10.3;-1.7654001329716966;98;12;266;328
10.6;-2.5523393198124786;31;0;105;104
11.5;-2.5523393198124786;31;0;105;104
9.1;-3.3672429802018575;0;24;237;274
9.7;1.3878305301418516;53;0;230;277
8.5;1.3878305301418516;53;0;230;277
11.2;1.399099912029675;0;12;289;302
9.6;1.399099912029675;0;12;289;302
10.4;1.361220145084155;0;13;281;307
8.9;1.361220145084155;0;13;281;307
10.7;1.6723105008263761;0;10;232;223
11.1;1.6723105008263761;0;10;232;223
8.7;1.7056699055203601;61;0;198;196
9.3;1.7056699055203601;61;0;198;196
8.8;0.6683205684355672;65;0;159;192
7.9;0.6683205684355672;65;0;159;192
10.0;0.7222894684723303;0;0;125;132
10.0;0.7222894684723303;0;0;125;132
9.7;0.6824098044173388;0;0;223;184
10.9;0.6824098044173388;0;0;223;184
9.9;2.620949432387217;0;11;159;176
9.1;2.620949432387217;0;11;159;176
9.6;1.90635010451614;56;11;286;282
9.5;1.90635010451614;56;11;286;282
8.7;8.74855512535525;74;31;357;397
10.2;8.74855512535525;74;31;357;397
9.3;9.447592957238072;0;14;139;139
9.5;9.447592957238072;0;14;139;139
10.9;9.446977797288765;39;12;264;325
9.9;9.446977797288765;39;12;264;325
9.6;6.161119410728105;0;12;229;259
10.4;6.161119410728105;0;12;229;259
8.5;6.174680164132446;64;0;224;244
10.4;6.174680164132446;64;0;224;244
9.2;6.817740550247311;47;35;269;257
9.7;6.817740550247311;47;35;269;257
11.3;6.198930398168907;45;25;339;317
11.8;6.198930398168907;45;25;339;317
9.1;6.197589709110649;0;32;198;244
7.9;6.197589709110649;0;32;198;244
8.9;6.218159405457773;52;13;328;332
10.1;6.218159405457773;52;13;328;332
10.6;7.0490399063376366;46;16;207;245
9.1;7.0490399063376366;46;16;207;245
10.3;4.735030247608767;0;9;86;102
8.3;4.735030247608767;0;9;86;102
9.1;4.946699668278866;0;10;163;166
8.4;4.946699668278866;0;10;163;166
8.3;4.03975640245375;0;0;291;305
9.5;4.03975640245375;0;0;291;305
8.4;4.055670107863366;33;9;248;302
9.7;4.055670107863366;33;9;248;302
7.9;4.061640289744202;0;8;231;267
9.1;4.061640289744202;0;8;231;267
9.8;5.156077998088681;0;12;163;173
9.6;5.156077998088681;0;12;163;173
8.3;4.966639632648322;0;0;192;213
9.1;4.966639632648322;0;0;192;213
9.6;4.368359903609187;0;12;313;299
8.9;4.368359903609187;0;12;313;299
6.7;4.005970510389876;57;0;229;218
6.1;4.005970510389876;57;0;229;218
8.6;4.011479492261338;0;26;232;360
9.5;4.011479492261338;0;26;232;360
9.2;7.7638122050810265;52;27;340;365
9.0;7.7638122050810265;52;27;340;365
6.5;7.294382433052226;71;24;299;297
7.9;7.294382433052226;71;24;299;297
7.9;7.311441390251784;108;7;398;375
7.9;7.311441390251784;108;7;398;375
6.1;-61.53550846137415;0;6;92;100
6.3;-61.53550846137415;0;6;92;100
8.6;-52.6434566655344;145;18;448;421
9.4;-52.6434566655344;145;18;448;421
7.5;-52.66853741637755;0;24;295;308
8.3;-52.66853741637755;0;24;295;308
5.9;-53.7793200392691;56;21;286;350
6.6;-53.7793200392691;56;21;286;350
5.1;-54.03134916195046;0;34;465;485
5.3;-54.03134916195046;0;34;465;485
10.2;3.38393437237485;51;21;385;426
9.4;3.38393437237485;51;21;385;426
9.3;3.5069395918693513;28;11;232;280
9.6;3.5069395918693513;28;11;232;280
9.5;2.397400300741368;0;19;382;326
11.1;2.397400300741368;0;19;382;326
8.9;2.4826495599082716;54;13;307;353
8.0;2.4826495599082716;54;13;307;353
9.2;2.1241894929551774;49;12;292;285
10.6;2.1241894929551774;49;12;292;285
9.4;2.437900460854897;47;23;392;396
10.3;2.437900460854897;47;23;392;396
9.7;3.015309560285732;92;13;283;313
11.7;3.015309560285732;92;13;283;313
10.7;2.4906196170819275;0;10;217;253
9.2;2.4906196170819275;0;10;217;253
9.9;2.336124610540266;51;14;292;321
8.9;2.336124610540266;51;14;292;321
8.9;2.780002233952314;60;14;244;239
9.0;2.780002233952314;60;14;244;239
7.4;3.585310527359675;50;12;246;261
9.7;3.585310527359675;50;12;246;261
9.2;2.351990212137265;0;0;167;240
9.9;2.351990212137265;0;0;167;240
10.0;4.06094930878839;0;0;140;159
8.6;4.06094930878839;0;0;140;159
8.1;3.909300273180787;0;0;277;322
10.0;3.909300273180787;0;0;277;322
10.1;3.901209519412997;46;12;215;226
7.4;3.901209519412997;46;12;215;226
7.8;3.5324106161619833;46;13;334;371
8.8;3.5324106161619833;46;13;334;371
10.3;3.645209621701694;32;0;425;519
11.9;3.645209621701694;32;0;425;519
9.5;3.036739502459178;0;6;219;250
10.7;3.036739502459178;0;6;219;250
10.0;3.0941300893778436;55;0;235;244
9.2;3.0941300893778436;55;0;235;244
9.6;3.1070795554789647;0;13;184;219
11.4;3.1070795554789647;0;13;184;219
9.9;3.2054296343625706;0;13;242;274
9.3;3.2054296343625706;0;13;242;274
7.9;3.1830697839593847;0;8;252;232
6.2;3.1830697839593847;0;8;252;232
9.1;3.55778945950352;0;14;179;203
11.3;3.55778945950352;0;14;179;203
6.0;3.5038220362532377;46;0;151;166
6.1;3.5038220362532377;46;0;151;166
8.4;3.107990599187455;0;0;153;163
10.0;3.107990599187455;0;0;153;163
7.9;1.8331704068499097;54;12;213;202
8.2;1.8331704068499097;54;12;213;202
8.8;2.9759097447360388;0;11;241;248
